Country_Region,Last_Update,Confirmed,Deaths,ConfirmedPrevious,ConfirmedDailyIncrease,DeathsPrevious,DeathsDailyIncrease,ConfirmedPreviousIncrease,DeathsPreviousIncrease,ConfirmedSDSMA4,DeathsSDSMA4
France,2459254.5,3419210,80295,3400324,18886,79571,724,4343,460,-636,0
France,2459255.5,3444888,80591,3419210,25678,80295,296,18886,724,-104,-9
France,2459256.5,3465964,80951,3444888,21076,80591,360,25678,296,3008,51
France,2459257.5,3486673,81596,3465964,20709,80951,645,21076,360,-3557,-52
France,2459258.5,3507904,81795,3486673,21231,81596,199,20709,645,92,1
France,2459259.5,3524450,81962,3507904,16546,81795,167,21231,199,-453,0
France,2459260.5,3528856,82374,3524450,4406,81962,412,16546,167,9,-7
France,2459261.5,3548452,82961,3528856,19596,82374,587,4406,412,102,-20
France,2459262.5,3573638,83271,3548452,25186,82961,310,19596,587,-71,2
France,2459263.5,3596156,83542,3573638,22518,83271,271,25186,310,206,-12
France,2459264.5,3596167,83543,3596156,11,83542,1,22518,271,-2956,-92
Italy,2458879.5,2,,,,,,,,,
Italy,2458880.5,2,0,2,0,,,,,,
Italy,2458881.5,2,0,2,0,0,0,0,,0,
Italy,2458882.5,2,0,2,0,0,0,0,0,0,0
Italy,2458883.5,2,0,2,0,0,0,0,0,0,0
Italy,2458884.5,2,0,2,0,0,0,0,0,0,0
Italy,2458885.5,2,0,2,0,0,0,0,0,0,0
Italy,2458886.5,3,0,2,1,0,0,0,0,0,0
Italy,2458887.5,3,0,3,0,0,0,1,0,0,0
Italy,2458888.5,3,0,3,0,0,0,0,0,0,0
Italy,2458889.5,3,0,3,0,0,0,0,0,0,0
